,Site_plot,Mahonia leschenaultii,Toddalia asiatica,Sp124858,Rubus spp,Sp105132,Sp122024,Mappia foetida,Osbeckia wightiana,Oldlendia articularis ,Gaultheria fragrantissima,Sp113255,Eurya japonica,Pilea wightii,Liana,Psychotria nilgiriensis,Sp101440,Daphniphyllum neilgherense,Sp131528,Sp132022,Piper nigrum,Elaeagnus kologa,Sp110222,Hypericum mysorense ,Sp1pVM4r,Symplocos cochinchinensis,Sp1f8pkQ,Sp18di1e,Syzygium spp,Bamboo spp,Sp1NGBvS,Cinnamomum perrottetii,SpUK1,Neolitsea zeylanica,No_pic,Potentilla indica,Sp1SvQDO,Sp1tyZZL,Rhododendron arboreum,Sp1lmWU7,Strobilanthes spp,Sp1RO5AX,Sp1ujpFP,Berberis tinctoria,Rapanea wightiana,Sp1yhVqj,Sp1FHoOe,Site.description,Plot.description,Plot,Site,Acacia,Eucalyptus,Others,Pine,Shola,Tot_bas_ar,Date,Lat.deci..N.,Long.Deci..E.,Plot.location,Elevation,Fresh.stumps,Fresh.Cuts,Logs,Canopy,Stems,Moss,Acacia.regen,Ageratina.spp.,Bamboo,Bidens.pilosa,Coffee,Cestrum,Cupress,Daphniphyllum,Eucalyptus.regen,Eupatorium,Ipomea.purpurea,Lantana,Mikania.micrantha,Other,Pine.regen,Rubus,Shola.regen,Tea,Gorse,VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,VS9,VS10,LL,Fire,Fern,VSsum,TCI_2x2,Elevation,Aspect,Slope,TRI,shlbfr1ha,shlbfr2ha,shlbfr3ha,shlbfr4ha,shlbfr5ha,Aspect_rad,Sine.aspect,Cosine.aspect,TWI,Acacia.abv,Bamboo.abv,Cestrum.abv,Daphniphyllum.abv,Eupatorium.abv,Rubus.abv,Shola.abv,Solanum.mauritianum.abv,Others.abv,Lantana.abv,Ageratina.spp.abv,Coffee.abv,Eucalyptus.abv,Tea.abv,Mikania.micrantha.abv,Pine.abv,Acacia.blw,Bamboo.blw,Cestrum.blw,Daphniphyllum.blw,Eupatorium.blw,Rubus.blw,Shola.blw,Solanum.mauritianum.blw,Others.blw,Eucalyptus.blw,Ageratina.spp.blw,Lantana.blw,Pine.blw,Strobilanthes.spp.blw,Bidens.pilosa.blw,Coffee.blw,Ipomea.purpurea.blw,Tea.blw,Ann.Temp,Temp.seasonality,Ann.prec,Mxtmp_hotmnths,Mntmp_cldmnths,Prec_seasnlty,Prec_drymnths,Prec_cldmnths,ln_shlbfr1ha,Ln_elevation,Tot_ct_tree,ln_shlbfr2ha,ln_shlbfr3ha,ln_shlbfr4ha,ln_shlbfr5ha,Acacia.1,Eucalyptus.1,Pine.1,Shola.abv.1,Shola.blw.1,Others.1,Shola.1,rds_lngth_5ha,rds_lngth_4ha,rds_lngth_3ha,rds_lngth_2ha,rds_lngth_1ha,TPI,Agerat_Eupat,Type1,Solanum,Ageratina adenophora,Ageratum conyzoides,Ageratum houstonianum,Chromalaena odorata,Type1
145,BFJ976_2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bhandar,Acacia,2,BFJ976,0.24026826,0,0,0,0,0.24026826,27/04/21,10.1629881,77.2798104,4Ha,2296.808029,0,0,3,81,5.25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,5,25.90608597,2213,32.00538254,8.750800133,24.02082443,0,0,0,0,0,0.558599304,0.52999893,0.84799831,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.85000038,112.2,1780.8,20.75,6.75,53.7,24.2,325.8,0,7.70210434,6,0,0,0,0,BFJ976_2,0,0,0,0,0,0,0,0,0,0,0,6.875,0,Acacia,0,0,0,0,0,Acacia
146,BFJ976_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bhandar,Acacia,3,BFJ976,0.238525513,0,0,0,0,0.238525513,27/04/21,10.1623673,77.2802108,1Ha,2273.445382,0,0,7,84.2,5.75,10,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,0,0,1,2,0.8,0,0,12,-5.43429327,2188,125.1060791,26.81315994,39.4968338,0,0,0,0,0,2.183512995,0.818088705,-0.575092055,-0.587786674,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85000038,112.2,1780.8,20.75,6.75,53.7,24.2,325.8,0,7.690743164,7,0,0,0,0,BFJ976_3,0,0,0,0,0,0,0,0,0,0,0,2.75,44,Acacia,0,44,0,0,0,Acacia
147,BFJ976_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bhandar,Acacia,4,BFJ976,0.069025499,0,0,0,0,0.069025499,27/04/21,10.1623629,77.2793254,4Ha,2288.275802,0,0,4,65,4.25,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,2,2,0,0,0,0,0,10,5.169983864,2216,88.36342621,16.04336929,22.47220421,0,0,0,0,0,1.542232726,0.999592088,0.028559717,-0.587786674,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85000038,112.2,1780.8,20.75,6.75,53.7,24.2,325.8,0,7.703459048,3,0,0,0,0,BFJ976_4,0,0,0,0,0,0,0,0,0,0,0,0.625,10,Acacia,0,0,0,0,10,Acacia
148,BFK1091_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,1,BFK1091,0.116103531,0,0,0.165632549,0,0.28173608,07/11/20,10.15889,77.38528,4 Hectare,NA,0,0,1,83.2,14.75,12.22222222,16,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,1,0,2,2,2,3,1,3,0,2,0,1,0,16,-6.62981081,2216,4.820762634,18.72139931,26.09597588,0,0,0,0,0,0.08413818,0.084038943,0.996462471,0.510825634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.703459048,9,0,0,0,0,BFK1091_1,0,BFK1091_1,0,0,0,0,0,0,0,0,0,0.625,NA,Mixed,0,NA,NA,NA,NA,Acacia-Pine
149,BFK1091_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,2,BFK1091,0,0,0,0.159704028,0,0.159704028,07/11/20,10.16167,77.38583,4 Hectare,NA,0,0,0,64,34.75,10,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,2,1,2,3,1,2,1,0,0,2,0,1,59,14,-36.68795013,2189,112.1663437,6.818162918,10.09950447,0,0,0,0,0,1.957672007,0.926092374,-0.377296853,2.051270723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.691200098,11,0,0,0,0,0,0,BFK1091_2,0,0,0,0,0,0,0,0,0,-1,NA,Pine,0,NA,NA,NA,NA,Pine
150,BFK1091_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,3,BFK1091,0.089795219,0,0,0.522871735,0,0.612666954,10/11/20,10.16028,77.38611,4 Hectare,NA,0,0,0,73.2,21.5,21.42857143,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,2,1,0,2,1,3,0,2,3,3,0,1,0,17,-1.814117312,2208,53.74616241,16.93798065,23.81176186,0,0,0,0,0,0.938047494,0.806404997,0.591363662,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.699842407,7,0,0,0,0,BFK1091_3,0,BFK1091_3,0,0,0,0,0,0,0,0,0,-1.625,NA,Mixed,0,NA,NA,NA,NA,Acacia-Pine
151,BFK1091_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,4,BFK1091,0.156783534,0,0,0.206097694,0,0.362881228,10/11/20,10.16056,77.38528,1 Hectare,NA,0,0,0,75.2,25.5,22,6,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,1,2,1,3,4,2,2,1,0,2,0,1,0,18,41.08418274,2212,257.0053711,6.250197887,14.96662998,0,0,0,0,0,4.485589921,-0.974391148,-0.224859713,-1.280933857,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.701652363,10,0,0,0,0,BFK1091_4,0,BFK1091_4,0,0,0,0,0,0,0,0,0,3.5,NA,Mixed,0,NA,NA,NA,NA,Acacia-Pine
153,BFK1091_6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,6,BFK1091,0.035730285,0,0,0.574254908,0,0.609985193,12/11/20,10.16139,77.38472,4 Hectare,NA,0,0,0,73.4,6.75,24.54545455,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,1,NA,NA,1,1,0,1,1,2,1,0,1,0,0,1,0,8,8.113660812,2195,343.6104736,4.126507759,8.944272041,0,0,0,0,0,5.997134109,-0.282166091,0.95936557,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.693937326,11,0,0,0,0,BFK1091_6,0,BFK1091_6,0,0,0,0,0,0,0,0,0,1,NA,Mixed,0,NA,NA,NA,NA,Acacia-Pine
154,BFK1091_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,7,BFK1091,0.076513739,0,0,0.545057934,0,0.621571673,12/11/20,10.16083,77.38472,4 Hectare,NA,0,0,0,75.6,8,15,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,1,1,1,1,1,0,0,3,2,0,1,0,10,15.80371761,2202,285.6422424,12.02836037,19.36491585,0,0,0,0,0,4.985397613,-0.962964039,0.269629857,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.697121317,12,0,0,0,0,BFK1091_7,0,BFK1091_7,0,0,0,0,0,0,0,0,0,3.375,NA,Mixed,0,NA,NA,NA,NA,Acacia-Pine
155,BFK1091_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,8,BFK1091,0.230074386,0,0,0.161104591,0,0.391178977,12/11/20,10.16056,77.38472,4 Hectare,NA,0,0,0,78,10.75,16.66666667,70,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,0,1,2,2,4,2,2,3,3,0,1,0,19,10.2974329,2200,268.876709,11.8304615,15.96871948,0,0,0,0,0,4.692783854,-0.999807826,-0.019603871,-0.587786674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.696212639,6,0,0,0,0,BFK1091_8,0,BFK1091_8,0,0,0,0,0,0,0,0,0,-0.125,NA,Mixed,0,NA,NA,NA,NA,Acacia-Pine
156,BFM1075_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam ,NA,1,BFM1075,0,0,0,0.48254983,0,0.48254983,13/11/20,10.15889,77.37083,1 hectare,NA,0,0,27,84.8,25.75,12.5,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,1,2,1,5,1,3,3,1,1,1,0,0.4,0,19,-34.86447144,2113,167.3474426,11.55238247,18.30300522,0,0,0,0,0,2.920763868,0.219038358,-0.975716249,1.663505197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,121.7,1692.8,21.05,6.55,54.9,25,353.3,0,7.655864018,8,0,0,0,0,0,0,BFM1075_1,0,0,0,0,0,0,0,0,0,-3.125,NA,Pine,0,NA,NA,NA,NA,Pine
157,BFM1075_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam ,NA,2,BFM1075,0,0,0,0.845789156,0,0.845789156,13/11/20,10.15944,77.37056,1 hectare,NA,0,0,19,70.2,18,11.66666667,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,5,3,2,2,2,1,1,0,0,0,0,1,1,16,13.62852764,2129,95.35582733,14.78544807,21.56385803,0,0,0,0,0,1.664273148,0.995634222,-0.093340748,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,121.7,1692.8,21.05,6.55,54.9,25,353.3,0,7.663407665,12,0,0,0,0,0,0,BFM1075_2,0,0,0,0,0,0,0,0,0,0.625,NA,Pine,0,NA,NA,NA,NA,Pine
162,BFP955_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Near resort _ Eucalyptus,Eucalyptus,1,BFP955,0,0.407094471,0,0,0,0.407094471,03/04/21,10.1574508,77.261106,1Ha,1723.47073,0,0,0,72.6,23.75,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,3,1,1,0,0,0,1,0,0,2,1,0,3,8,7.765161037,1730,257.1522827,25.63760185,36.53765106,9133,16315,22907,29180,35240,4.488154012,-0.974964505,-0.222360548,-0.587786674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.45000076,114.3,1799.4,23.45,9.25,53.9,24,317.8,9.119758994,7.455876687,9,9.6999015,10.03924147,10.28127309,10.46996546,0,BFP955_1,0,0,0,0,0,0,0,0,0,0,1.375,4,Eucalyptus,0,0,0,0,4,Eucalyptus
166,BFP955_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Near resort _ Eucalyptus,Eucalyptus,5,BFP955,0,0.747168796,0,0,0,0.747168796,03/04/21,10.1576802,77.2619511,4Ha,1801.107279,0,0,1,71.6,8.5,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,0,0,3,3,2,2,1,0,0,1,0,1,1,0,0,13,10.86464119,1787,250.4633484,28.35744667,43.84062195,9321,15917,22019,28283,34469,4.371410085,-0.942427765,-0.33440979,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.45000076,114.3,1799.4,23.45,9.25,53.9,24,317.8,9.140132477,7.488293515,12,9.675205823,9.99970641,10.25005155,10.44784466,0,BFP955_5,0,0,0,0,0,0,0,0,0,0,5.25,5,Eucalyptus,0,0,0,0,5,Eucalyptus
167,BFP955_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Near resort _ Eucalyptus,Eucalyptus,6,BFP955,0,0.375335102,0,0,0,0.375335102,03/04/21,10.1579766,77.2607886,4Ha,1726.439612,0,0,0,68,3.75,10,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,5,-0.413395166,1713,273.5214539,28.13872147,40.14971924,3030,6439,10601,14979,19117,4.773849945,-0.998111869,0.061422278,0.510825634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.45000076,114.3,1799.4,23.45,9.25,53.9,24,317.8,8.016647877,7.446001498,7,8.770283819,9.268797942,9.614471257,9.858385579,0,BFP955_6,0,0,0,0,0,0,0,0,0,0,-1.25,4,Eucalyptus,0,0,0,0,4,Eucalyptus
168,BFP955_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Near resort _ Eucalyptus,Eucalyptus,7,BFP955,0,0.283733475,0,0,0,0.283733475,03/04/21,10.1574518,77.2606998,4Ha,1722.789191,0,0,0,72,6.25,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,4,4,1,0,0,0,0,0,0,1,1,0,0,10,9.021726608,1717,270.6585388,19.66060448,28.65309715,8605,14878,20550,25915,31715,4.723882651,-0.999933948,0.011493417,-0.182321563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.45000076,114.3,1799.4,23.45,9.25,53.9,24,317.8,9.060214913,7.448333861,3,9.607706102,9.930664881,10.16261582,10.36457656,0,BFP955_7,0,0,0,0,0,0,0,0,0,0,0.375,5,Eucalyptus,0,0,0,0,5,Eucalyptus
170,BFQ1052_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam-Roadside,NA,1,BFQ1052,0,0,0,1.561699921,0,1.561699921,27/11/20,10.15583,77.34889,4 Hectare,NA,0,0,1,79.8,0,10,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,2,1,0,0,0,0,0,0,0,0,0,1,0,3,-1.017943859,2189,25.82099152,15.68023109,21.74856377,0,0,0,0,0,0.450661318,0.435560921,0.900159255,-0.182321563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,120.2,1709.1,20.85,6.35,54.3,24.8,344.6,0,7.691200098,10,0,0,0,0,0,0,BFQ1052_1,0,0,0,0,0,0,0,0,0,-2.125,NA,Pine,0,NA,NA,NA,NA,Pine
171,BFQ1052_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam-Roadside,NA,2,BFQ1052,0,0.057494723,0,0.881726342,0,0.939221065,27/11/20,10.15528,77.34889,4 Hectare,NA,0,0,1,68.8,0,10,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,1,NA,NA,3,1,0,1,0,0,0,0,0,0,0,1,0,5,38.47494888,2209,48.01278687,12.41117191,25.94224358,0,0,0,0,0,0.837981214,0.743294139,0.66896474,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.94999981,120.2,1709.1,20.85,6.35,54.3,24.8,344.6,0,7.700295203,7,0,0,0,0,0,BFQ1052_2,BFQ1052_2,0,0,0,0,0,0,0,0,0,6.875,NA,Mixed,0,NA,NA,NA,NA,Eucalyptus-Pine
172,BFQ1052_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam-Roadside,NA,3,BFQ1052,0,0.174306494,0,0.477488703,0,0.651795197,28/11/20,10.15611,77.34972,1 Hectare,NA,0,0,1,79.2,0,12,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,4,0,0,0,0,1,0,0,0,0,0,1,0,5,8.037227631,2184,82.99873352,13.267313,27.16615486,0,0,0,0,0,1.448601175,0.992543458,0.121891283,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,120.2,1709.1,20.85,6.35,54.3,24.8,344.6,0,7.688913337,10,0,0,0,0,0,BFQ1052_3,BFQ1052_3,0,0,0,0,0,0,0,0,0,5.75,NA,Mixed,0,NA,NA,NA,NA,Eucalyptus-Pine
173,BFQ1052_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam-Roadside,NA,4,BFQ1052,0.705764637,0.318309886,0,0,0,1.024074523,28/11/20,10.15556,77.34972,1 Hectare,NA,0,0,8,84,12,10,54,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,2,NA,NA,0,1,2,3,2,3,0,0,1,2,0,1,0,14,-6.686618328,2186,50.19442749,14.33798409,22.06807709,0,0,0,0,0,0.876058026,0.768221264,0.640184419,0.105360508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13.94999981,120.2,1709.1,20.85,6.35,54.3,24.8,344.6,0,7.689828669,15,0,0,0,0,BFQ1052_4,BFQ1052_4,0,0,0,0,0,0,0,0,0,0,1.125,NA,Mixed,0,NA,NA,NA,NA,Acacia-Eucalyptus
174,BFQ1052_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam-Roadside,NA,5,BFQ1052,0.37018644,0.017578663,0,0,0,0.387765103,28/11/20,10.15528,77.33361,4 Hectare,NA,0,0,4,77.6,11.25,11.53846154,94,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,2,1,1,4,2,2,2,2,1,3,0,1,1,20,2.853915691,2195,2.924980164,29.16633606,41.74925232,0,0,0,0,0,0.051050534,0.051028363,0.998697204,-0.587786674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,119.4,1717.1,20.85,6.45,54.1,24.9,343.4,0,7.693937326,13,0,0,0,0,BFQ1052_5,BFQ1052_5,0,0,0,0,0,0,0,0,0,0,-1.625,NA,Mixed,0,NA,NA,NA,NA,Acacia-Eucalyptus
175,BFQ1052_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam-Roadside,NA,6,BFQ1052,0.061855569,0,0,0.401245527,0,0.463101096,28/11/20,10.15583,77.33361,4 Hectare,NA,0,0,1,79.8,11.25,10,1,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,3,2,1,1,0,1,0,0,1,1,0,1,0,10,4.331811428,2178,330.0684814,8.826438904,15.0996685,0,0,0,0,0,5.760781757,-0.498964547,0.866622398,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,119.4,1717.1,20.85,6.45,54.1,24.9,343.4,0,7.686162303,11,0,0,0,0,BFQ1052_6,0,BFQ1052_6,0,0,0,0,0,0,0,0,0,1.75,NA,Mixed,0,NA,NA,NA,NA,Acacia-Pine
176,BFQ1052_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam-Roadside,NA,7,BFQ1052,0,0,0,1.040141215,0,1.040141215,28/11/20,10.15611,77.33361,4 Hectare,NA,0,0,1,72,1.25,17.5,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,4,1,0,0,0,1,0,0,0,0,0,1,0,6,11.60841274,2174,0,9.243040085,16.24807739,0,0,0,0,0,0,0,1,-0.587786674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,119.4,1717.1,20.85,6.45,54.1,24.9,343.4,0,7.684324068,8,0,0,0,0,0,0,BFQ1052_7,0,0,0,0,92,33,0,0,0,2.5,NA,Pine,0,NA,NA,NA,NA,Pine
177,BFQ1052_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam-Roadside,NA,8,BFQ1052,0,0,0,1.675280846,0,1.675280846,28/11/20,10.15611,77.34889,4 Hectare,NA,0,0,3,75.8,0,10,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,3,0,0,0,0,0,0,0,0,0,0,1,0,3,-13.52193737,2181,8.880661011,14.76699066,21.56385803,0,0,0,0,0,0.154996774,0.154376912,0.988012029,0.105360508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,120.2,1709.1,20.85,6.35,54.3,24.8,344.6,0,7.687538766,9,0,0,0,0,0,0,BFQ1052_8,0,0,0,0,0,0,0,0,0,-1.875,NA,Pine,0,NA,NA,NA,NA,Pine
